date,TICKER,PRC,RET
2000-07-28 00:00:00,IEV,76.625,C
2000-07-31 00:00:00,IEV,78.0625,0.01876
2000-08-01 00:00:00,IEV,76.9375,-0.014412
2000-08-02 00:00:00,IEV,76.921880000000002,-0.000203
2000-08-03 00:00:00,IEV,75.75,-0.015235
2000-08-04 00:00:00,IEV,76.25,0.006601
2000-08-07 00:00:00,IEV,77.375,0.014754
2000-08-08 00:00:00,IEV,76.796880000000002,-0.007472
2000-08-09 00:00:00,IEV,77.0,0.002645
2000-08-10 00:00:00,IEV,77.1875,0.002435
2000-08-11 00:00:00,IEV,77.625,0.005668
2000-08-14 00:00:00,IEV,78.5625,0.012077
2000-08-15 00:00:00,IEV,78.625,0.000796
2000-08-16 00:00:00,IEV,79.171880000000002,0.006955
2000-08-17 00:00:00,IEV,79.375,0.002566
2000-08-18 00:00:00,IEV,78.9375,-0.005512
2000-08-21 00:00:00,IEV,78.6875,-0.003167
2000-08-22 00:00:00,IEV,78.53125,-0.001986
2000-08-23 00:00:00,IEV,78.734380000000002,0.002587
2000-08-24 00:00:00,IEV,78.78125,0.000595
2000-08-25 00:00:00,IEV,78.8125,0.000397
2000-08-28 00:00:00,IEV,79.5,0.008723
2000-08-29 00:00:00,IEV,78.375,-0.014151
2000-08-30 00:00:00,IEV,78.5,0.001595
2000-08-31 00:00:00,IEV,79.0625,0.007166
2000-09-01 00:00:00,IEV,80.75,0.021344
2000-09-05 00:00:00,IEV,80.0625,-0.008514
2000-09-06 00:00:00,IEV,78.5,-0.019516
2000-09-07 00:00:00,IEV,79.1875,0.008758
2000-09-08 00:00:00,IEV,77.5,-0.02131
2000-09-11 00:00:00,IEV,77.0,-0.006452
2000-09-12 00:00:00,IEV,77.625,0.008117
2000-09-13 00:00:00,IEV,76.4375,-0.015298
2000-09-14 00:00:00,IEV,77.6875,0.016353
2000-09-15 00:00:00,IEV,76.6875,-0.012872
2000-09-18 00:00:00,IEV,76.25,-0.005705
2000-09-19 00:00:00,IEV,76.46875,0.002869
2000-09-20 00:00:00,IEV,76.0,-0.003834
2000-09-21 00:00:00,IEV,76.0625,0.000822
2000-09-22 00:00:00,IEV,77.625,0.020542
2000-09-25 00:00:00,IEV,77.375,-0.003221
2000-09-26 00:00:00,IEV,77.4375,0.000808
2000-09-27 00:00:00,IEV,76.5,-0.012107
2000-09-28 00:00:00,IEV,76.75,0.003268
2000-09-29 00:00:00,IEV,76.265630000000002,-0.006311
2000-10-02 00:00:00,IEV,76.921880000000002,0.008605
2000-10-03 00:00:00,IEV,77.25,0.004266
2000-10-04 00:00:00,IEV,76.0625,-0.015372
2000-10-05 00:00:00,IEV,76.0,-0.000822
2000-10-06 00:00:00,IEV,74.5,-0.019737
2000-10-09 00:00:00,IEV,73.375,-0.015101
2000-10-10 00:00:00,IEV,73.1875,-0.002555
2000-10-11 00:00:00,IEV,72.359380000000002,-0.011315
2000-10-12 00:00:00,IEV,71.625,-0.010149
2000-10-13 00:00:00,IEV,72.375,0.010471
2000-10-16 00:00:00,IEV,71.9375,-0.006045
2000-10-17 00:00:00,IEV,71.9375,0
2000-10-18 00:00:00,IEV,70.4375,-0.020851
2000-10-19 00:00:00,IEV,72.1875,0.024845
2000-10-20 00:00:00,IEV,72.609380000000002,0.005844
2000-10-23 00:00:00,IEV,72.5625,-0.000646
2000-10-24 00:00:00,IEV,73.5,0.01292
2000-10-25 00:00:00,IEV,72.6875,-0.011054
2000-10-26 00:00:00,IEV,72.4375,-0.003439
2000-10-27 00:00:00,IEV,72.375,-0.000863
2000-10-30 00:00:00,IEV,72.359380000000002,-0.000216
2000-10-31 00:00:00,IEV,72.8125,0.006262
2000-11-01 00:00:00,IEV,74.0,0.016309
2000-11-02 00:00:00,IEV,73.9375,-0.000845
2000-11-03 00:00:00,IEV,74.25,0.004227
2000-11-06 00:00:00,IEV,74.65625,0.005471
2000-11-07 00:00:00,IEV,74.75,0.001256
2000-11-08 00:00:00,IEV,74.25,-0.006689
2000-11-09 00:00:00,IEV,74.5,0.003367
2000-11-10 00:00:00,IEV,73.484380000000002,-0.013633
2000-11-13 00:00:00,IEV,73.0,-0.006592
2000-11-14 00:00:00,IEV,75.1875,0.029966
2000-11-15 00:00:00,IEV,75.1875,0
2000-11-16 00:00:00,IEV,75.0,-0.002494
2000-11-17 00:00:00,IEV,74.625,-0.005
2000-11-20 00:00:00,IEV,72.75,-0.025126
2000-11-21 00:00:00,IEV,73.109380000000002,0.00494
2000-11-22 00:00:00,IEV,71.75,-0.018594
2000-11-24 00:00:00,IEV,72.5,0.010453
2000-11-27 00:00:00,IEV,73.5625,0.014655
2000-11-28 00:00:00,IEV,73.1875,-0.005098
2000-11-29 00:00:00,IEV,72.9375,-0.003416
2000-11-30 00:00:00,IEV,72.4375,-0.006855
2000-12-01 00:00:00,IEV,73.375,0.012942
2000-12-04 00:00:00,IEV,73.75,0.005111
2000-12-05 00:00:00,IEV,75.1875,0.019492
2000-12-06 00:00:00,IEV,74.828130000000002,-0.00478
2000-12-07 00:00:00,IEV,74.8125,-0.000209
2000-12-08 00:00:00,IEV,75.75,0.012531
2000-12-11 00:00:00,IEV,76.25,0.006601
2000-12-12 00:00:00,IEV,76.3125,0.00082
2000-12-13 00:00:00,IEV,75.375,-0.012164
2000-12-14 00:00:00,IEV,74.4375,-0.012438
2000-12-15 00:00:00,IEV,73.9375,-0.006717
2000-12-18 00:00:00,IEV,74.5,0.007608
2000-12-19 00:00:00,IEV,74.5,0
2000-12-20 00:00:00,IEV,73.3125,-0.01594
2000-12-21 00:00:00,IEV,73.5,0.002558
2000-12-22 00:00:00,IEV,74.125,0.008503
2000-12-26 00:00:00,IEV,74.3125,0.00253
2000-12-27 00:00:00,IEV,75.21875,0.012195
2000-12-28 00:00:00,IEV,76.0,0.010386
2000-12-29 00:00:00,IEV,76.6875,0.009046
2001-01-02 00:00:00,IEV,76.375,-0.004075
2001-01-03 00:00:00,IEV,80.5,0.05401
2001-01-04 00:00:00,IEV,76.875,-0.045031
2001-01-05 00:00:00,IEV,77.625,0.009756
2001-01-08 00:00:00,IEV,76.625,-0.012882
2001-01-09 00:00:00,IEV,75.625,-0.013051
2001-01-10 00:00:00,IEV,74.4375,-0.015702
2001-01-11 00:00:00,IEV,76.375,0.026029
2001-01-12 00:00:00,IEV,76.546880000000002,0.00225
2001-01-16 00:00:00,IEV,75.1875,-0.017759
2001-01-17 00:00:00,IEV,76.25,0.014131
2001-01-18 00:00:00,IEV,76.8125,0.007377
2001-01-19 00:00:00,IEV,76.25,-0.007323
2001-01-22 00:00:00,IEV,74.9375,-0.017213
2001-01-23 00:00:00,IEV,75.25,0.00417
2001-01-24 00:00:00,IEV,75.0,-0.003322
2001-01-25 00:00:00,IEV,75.4375,0.005833
2001-01-26 00:00:00,IEV,74.875,-0.007457
2001-01-29 00:00:00,IEV,74.900000000000006,0.000334
2001-01-30 00:00:00,IEV,75.569999999999993,0.008945
2001-01-31 00:00:00,IEV,76.5,0.012306
2001-02-01 00:00:00,IEV,76.480000000000004,-0.000261
2001-02-02 00:00:00,IEV,75.840000000000003,-0.008368
2001-02-05 00:00:00,IEV,75.659999999999997,-0.002373
2001-02-06 00:00:00,IEV,75.299999999999997,-0.004758
2001-02-07 00:00:00,IEV,74.700000000000003,-0.007968
2001-02-08 00:00:00,IEV,73.680000000000007,-0.013655
2001-02-09 00:00:00,IEV,73.140000000000001,-0.007329
2001-02-12 00:00:00,IEV,74.189999999999998,0.014356
2001-02-13 00:00:00,IEV,72.25,-0.026149
2001-02-14 00:00:00,IEV,72.150000000000006,-0.001384
2001-02-15 00:00:00,IEV,71.989999999999995,-0.002218
2001-02-16 00:00:00,IEV,70.799999999999997,-0.01653
2001-02-20 00:00:00,IEV,69.5,-0.018362
2001-02-21 00:00:00,IEV,69.349999999999994,-0.002158
2001-02-22 00:00:00,IEV,69.200000000000003,-0.002163
2001-02-23 00:00:00,IEV,68.599999999999994,-0.00867
2001-02-26 00:00:00,IEV,69.0,0.005831
2001-02-27 00:00:00,IEV,68.900000000000006,-0.001449
2001-02-28 00:00:00,IEV,68.620000000000005,-0.004064
2001-03-01 00:00:00,IEV,68.859999999999999,0.003497
2001-03-02 00:00:00,IEV,69.109999999999999,0.003631
2001-03-05 00:00:00,IEV,69.730000000000004,0.008971
2001-03-06 00:00:00,IEV,70.829999999999998,0.015775
2001-03-07 00:00:00,IEV,70.799999999999997,-0.000424
2001-03-08 00:00:00,IEV,70.900000000000006,0.001412
2001-03-09 00:00:00,IEV,69.890000000000001,-0.014245
2001-03-12 00:00:00,IEV,67.930000000000007,-0.026785
2001-03-13 00:00:00,IEV,67.049999999999997,-0.012954
2001-03-14 00:00:00,IEV,65.099999999999994,-0.029083
2001-03-15 00:00:00,IEV,65.0,-0.001536
2001-03-16 00:00:00,IEV,63.189999999999998,-0.027846
2001-03-19 00:00:00,IEV,63.299999999999997,0.001741
2001-03-20 00:00:00,IEV,63.780000000000001,0.007583
2001-03-21 00:00:00,IEV,62.469999999999999,-0.020539
2001-03-22 00:00:00,IEV,60.950000000000003,-0.024332
2001-03-23 00:00:00,IEV,62.0,0.017227
2001-03-26 00:00:00,IEV,64.379999999999995,0.038387
2001-03-27 00:00:00,IEV,65.769999999999996,0.021591
2001-03-28 00:00:00,IEV,63.990000000000002,-0.027064
2001-03-29 00:00:00,IEV,63.590000000000003,-0.006251
2001-03-30 00:00:00,IEV,64.480000000000004,0.013996
2001-04-02 00:00:00,IEV,63.380000000000003,-0.01706
2001-04-03 00:00:00,IEV,61.939999999999998,-0.02272
2001-04-04 00:00:00,IEV,62.950000000000003,0.016306
2001-04-05 00:00:00,IEV,65.0,0.032566
2001-04-06 00:00:00,IEV,63.990000000000002,-0.015538
2001-04-09 00:00:00,IEV,64.700000000000003,0.011095
2001-04-10 00:00:00,IEV,65.900000000000006,0.018547
2001-04-11 00:00:00,IEV,65.980000000000004,0.001214
2001-04-12 00:00:00,IEV,66.799999999999997,0.012428
2001-04-16 00:00:00,IEV,65.25,-0.023204
2001-04-17 00:00:00,IEV,65.299999999999997,0.000766
2001-04-18 00:00:00,IEV,67.5,0.033691
2001-04-19 00:00:00,IEV,68.030000000000001,0.007852
2001-04-20 00:00:00,IEV,67.879999999999995,-0.002205
2001-04-23 00:00:00,IEV,66.480000000000004,-0.020625
2001-04-24 00:00:00,IEV,66.799999999999997,0.004813
2001-04-25 00:00:00,IEV,67.349999999999994,0.008233
2001-04-26 00:00:00,IEV,67.799999999999997,0.006682
2001-04-27 00:00:00,IEV,68.079999999999998,0.00413
2001-04-30 00:00:00,IEV,68.439999999999998,0.005288
2001-05-01 00:00:00,IEV,68.5,0.000877
2001-05-02 00:00:00,IEV,68.900000000000006,0.005839
2001-05-03 00:00:00,IEV,67.0,-0.027576
2001-05-04 00:00:00,IEV,68.200000000000003,0.01791
2001-05-07 00:00:00,IEV,66.150000000000006,-0.030059
2001-05-08 00:00:00,IEV,67.680000000000007,0.023129
2001-05-09 00:00:00,IEV,66.430000000000007,-0.018469
2001-05-10 00:00:00,IEV,68.400000000000006,0.029655
2001-05-11 00:00:00,IEV,67.730000000000004,-0.009795
2001-05-14 00:00:00,IEV,66.680000000000007,-0.015503
2001-05-15 00:00:00,IEV,68.079999999999998,0.020996
2001-05-16 00:00:00,IEV,68.829999999999998,0.011016
2001-05-17 00:00:00,IEV,69.0,0.00247
2001-05-18 00:00:00,IEV,69.349999999999994,0.005072
2001-05-21 00:00:00,IEV,69.290000000000006,-0.000865
2001-05-22 00:00:00,IEV,69.0,-0.004185
2001-05-23 00:00:00,IEV,68.230000000000004,-0.011159
2001-05-24 00:00:00,IEV,68.650000000000006,0.006156
2001-05-25 00:00:00,IEV,67.019999999999996,-0.023744
2001-05-29 00:00:00,IEV,66.950000000000003,-0.001044
2001-05-30 00:00:00,IEV,66.480000000000004,-0.00702
2001-05-31 00:00:00,IEV,66.900000000000006,0.006318
2001-06-01 00:00:00,IEV,65.950000000000003,-0.0142
2001-06-04 00:00:00,IEV,66.030000000000001,0.001213
2001-06-05 00:00:00,IEV,66.930000000000007,0.01363
2001-06-06 00:00:00,IEV,66.329999999999998,-0.008965
2001-06-07 00:00:00,IEV,66.450000000000003,0.001809
2001-06-08 00:00:00,IEV,66.25,-0.00301
2001-06-11 00:00:00,IEV,64.349999999999994,-0.02109
2001-06-12 00:00:00,IEV,64.200000000000003,-0.002331
2001-06-13 00:00:00,IEV,63.789999999999999,-0.006386
2001-06-14 00:00:00,IEV,63.899999999999999,0.001724
2001-06-15 00:00:00,IEV,63.479999999999997,-0.006573
2001-06-18 00:00:00,IEV,62.890000000000001,-0.009294
2001-06-19 00:00:00,IEV,63.240000000000002,0.005565
2001-06-20 00:00:00,IEV,62.32,-0.014548
2001-06-21 00:00:00,IEV,62.979999999999997,0.01059
2001-06-22 00:00:00,IEV,63.130000000000003,0.002382
2001-06-25 00:00:00,IEV,62.719999999999999,-0.006495
2001-06-26 00:00:00,IEV,62.479999999999997,-0.003827
2001-06-27 00:00:00,IEV,62.850000000000001,0.005922
2001-06-28 00:00:00,IEV,62.5,-0.005569
2001-06-29 00:00:00,IEV,63.200000000000003,0.0112
2001-07-02 00:00:00,IEV,63.969999999999999,0.012184
2001-07-03 00:00:00,IEV,62.990000000000002,-0.01532
2001-07-05 00:00:00,IEV,61.479999999999997,-0.023972
2001-07-06 00:00:00,IEV,61.0,-0.007807
2001-07-09 00:00:00,IEV,60.890000000000001,-0.001803
2001-07-10 00:00:00,IEV,60.520000000000003,-0.006077
2001-07-11 00:00:00,IEV,60.979999999999997,0.007601
2001-07-12 00:00:00,IEV,60.32,-0.010823
2001-07-13 00:00:00,IEV,61.0,0.011273
2001-07-16 00:00:00,IEV,60.649999999999999,-0.005738
2001-07-17 00:00:00,IEV,60.200000000000003,-0.00742
2001-07-18 00:00:00,IEV,60.640000000000001,0.007309
2001-07-19 00:00:00,IEV,61.210000000000001,0.0094
2001-07-20 00:00:00,IEV,60.670000000000002,-0.008822
2001-07-23 00:00:00,IEV,60.969999999999999,0.004945
2001-07-24 00:00:00,IEV,60.18,-0.012957
2001-07-25 00:00:00,IEV,59.979999999999997,-0.003323
2001-07-26 00:00:00,IEV,60.0,0.000333
2001-07-27 00:00:00,IEV,61.280000000000001,0.021333
2001-07-30 00:00:00,IEV,61.890000000000001,0.009954
2001-07-31 00:00:00,IEV,62.799999999999997,0.014704
2001-08-01 00:00:00,IEV,62.939999999999998,0.002229
2001-08-02 00:00:00,IEV,63.350000000000001,0.006514
2001-08-03 00:00:00,IEV,62.259999999999998,-0.017206
2001-08-06 00:00:00,IEV,62.590000000000003,0.0053
2001-08-07 00:00:00,IEV,61.609999999999999,-0.015657
2001-08-08 00:00:00,IEV,60.729999999999997,-0.014283
2001-08-09 00:00:00,IEV,61.130000000000003,0.006587
2001-08-10 00:00:00,IEV,61.090000000000003,-0.000654
2001-08-13 00:00:00,IEV,62.100000000000001,0.016533
2001-08-14 00:00:00,IEV,62.020000000000003,-0.001288
2001-08-15 00:00:00,IEV,62.100000000000001,0.00129
2001-08-16 00:00:00,IEV,62.240000000000002,0.002254
2001-08-17 00:00:00,IEV,60.93,-0.021048
2001-08-20 00:00:00,IEV,61.590000000000003,0.010832
2001-08-21 00:00:00,IEV,61.450000000000003,-0.002273
2001-08-22 00:00:00,IEV,61.43,-0.000325
2001-08-23 00:00:00,IEV,61.520000000000003,0.001465
2001-08-24 00:00:00,IEV,62.619999999999997,0.01788
2001-08-27 00:00:00,IEV,62.600000000000001,-0.000319
2001-08-28 00:00:00,IEV,61.799999999999997,-0.01278
2001-08-29 00:00:00,IEV,61.549999999999997,-0.004045
2001-08-30 00:00:00,IEV,60.640000000000001,-0.014785
2001-08-31 00:00:00,IEV,61.0,0.005937
2001-09-04 00:00:00,IEV,59.329999999999998,-0.027377
2001-09-05 00:00:00,IEV,59.030000000000001,-0.005057
2001-09-06 00:00:00,IEV,58.130000000000003,-0.015246
2001-09-07 00:00:00,IEV,56.210000000000001,-0.033029
2001-09-10 00:00:00,IEV,57.299999999999997,0.019392
2001-09-17 00:00:00,IEV,54.0,-0.057592
2001-09-18 00:00:00,IEV,53.18,-0.015185
2001-09-19 00:00:00,IEV,52.700000000000003,-0.009026
2001-09-20 00:00:00,IEV,50.399999999999999,-0.043643
2001-09-21 00:00:00,IEV,48.380000000000003,-0.040079
2001-09-24 00:00:00,IEV,50.810000000000002,0.050227
2001-09-25 00:00:00,IEV,52.100000000000001,0.025389
2001-09-26 00:00:00,IEV,52.649999999999999,0.010557
2001-09-27 00:00:00,IEV,53.350000000000001,0.013295
2001-09-28 00:00:00,IEV,54.350000000000001,0.018744
2001-10-01 00:00:00,IEV,53.799999999999997,-0.01012
2001-10-02 00:00:00,IEV,54.149999999999999,0.010211
2001-10-03 00:00:00,IEV,54.799999999999997,0.012004
2001-10-04 00:00:00,IEV,55.25,0.008212
2001-10-05 00:00:00,IEV,55.859999999999999,0.011041
2001-10-08 00:00:00,IEV,55.539999999999999,-0.005729
2001-10-09 00:00:00,IEV,55.189999999999998,-0.006302
2001-10-10 00:00:00,IEV,57.100000000000001,0.034608
2001-10-11 00:00:00,IEV,56.770000000000003,-0.005779
2001-10-12 00:00:00,IEV,56.460000000000001,-0.005461
2001-10-15 00:00:00,IEV,55.609999999999999,-0.015055
2001-10-16 00:00:00,IEV,56.25,0.011509
2001-10-17 00:00:00,IEV,56.270000000000003,0.000356
2001-10-18 00:00:00,IEV,56.079999999999998,-0.003377
2001-10-19 00:00:00,IEV,55.18,-0.016049
2001-10-22 00:00:00,IEV,55.649999999999999,0.008518
2001-10-23 00:00:00,IEV,56.170000000000002,0.009344
2001-10-24 00:00:00,IEV,56.75,0.010326
2001-10-25 00:00:00,IEV,56.770000000000003,0.000352
2001-10-26 00:00:00,IEV,56.979999999999997,0.003699
2001-10-29 00:00:00,IEV,56.259999999999998,-0.012636
2001-10-30 00:00:00,IEV,55.0,-0.022396
2001-10-31 00:00:00,IEV,55.549999999999997,0.01
2001-11-01 00:00:00,IEV,56.759999999999998,0.021782
2001-11-02 00:00:00,IEV,56.93,0.002995
2001-11-05 00:00:00,IEV,57.640000000000001,0.012471
2001-11-06 00:00:00,IEV,58.100000000000001,0.007981
2001-11-07 00:00:00,IEV,58.100000000000001,0
2001-11-08 00:00:00,IEV,58.409999999999997,0.005336
2001-11-09 00:00:00,IEV,58.490000000000002,0.00137
2001-11-12 00:00:00,IEV,57.049999999999997,-0.02462
2001-11-13 00:00:00,IEV,58.020000000000003,0.017003
2001-11-14 00:00:00,IEV,58.450000000000003,0.007411
2001-11-15 00:00:00,IEV,58.049999999999997,-0.006843
2001-11-16 00:00:00,IEV,58.409999999999997,0.006202
2001-11-19 00:00:00,IEV,59.350000000000001,0.016093
2001-11-20 00:00:00,IEV,58.600000000000001,-0.012637
2001-11-21 00:00:00,IEV,58.649999999999999,0.000853
2001-11-23 00:00:00,IEV,58.719999999999999,0.001194
2001-11-26 00:00:00,IEV,58.969999999999999,0.004257
2001-11-27 00:00:00,IEV,57.960000000000001,-0.017127
2001-11-28 00:00:00,IEV,57.240000000000002,-0.012422
2001-11-29 00:00:00,IEV,57.75,0.00891
2001-11-30 00:00:00,IEV,57.700000000000003,-0.000866
2001-12-03 00:00:00,IEV,57.350000000000001,-0.006066
2001-12-04 00:00:00,IEV,58.439999999999998,0.019006
2001-12-05 00:00:00,IEV,59.850000000000001,0.024127
2001-12-06 00:00:00,IEV,60.450000000000003,0.010025
2001-12-07 00:00:00,IEV,59.420000000000002,-0.017039
2001-12-10 00:00:00,IEV,58.25,-0.01969
2001-12-11 00:00:00,IEV,58.759999999999998,0.008755
2001-12-12 00:00:00,IEV,58.770000000000003,0.00017
2001-12-13 00:00:00,IEV,56.770000000000003,-0.034031
