date,TICKER,PRC,RET
1995-01-03 00:00:00,SPY,45.78125,0.004801
1995-01-04 00:00:00,SPY,46.0,0.004778
1995-01-05 00:00:00,SPY,46.0,0
1995-01-06 00:00:00,SPY,46.046880000000002,0.001019
1995-01-09 00:00:00,SPY,46.09375,0.001018
1995-01-10 00:00:00,SPY,46.140630000000002,0.001017
1995-01-11 00:00:00,SPY,46.171880000000002,0.000677
1995-01-12 00:00:00,SPY,46.1875,0.000338
1995-01-13 00:00:00,SPY,46.734380000000002,0.01184
1995-01-16 00:00:00,SPY,47.015630000000002,0.006018
1995-01-17 00:00:00,SPY,47.03125,0.000332
1995-01-18 00:00:00,SPY,46.984380000000002,-0.000997
1995-01-19 00:00:00,SPY,46.71875,-0.005653
1995-01-20 00:00:00,SPY,46.546880000000002,-0.003679
1995-01-23 00:00:00,SPY,46.6875,0.003021
1995-01-24 00:00:00,SPY,46.75,0.001339
1995-01-25 00:00:00,SPY,46.875,0.002674
1995-01-26 00:00:00,SPY,46.921880000000002,0.001
1995-01-27 00:00:00,SPY,47.109380000000002,0.003996
1995-01-30 00:00:00,SPY,46.90625,-0.004312
1995-01-31 00:00:00,SPY,47.09375,0.003997
1995-02-01 00:00:00,SPY,47.078130000000002,-0.000332
1995-02-02 00:00:00,SPY,47.359380000000002,0.005974
1995-02-03 00:00:00,SPY,48.03125,0.014187
1995-02-06 00:00:00,SPY,48.234380000000002,0.004229
1995-02-07 00:00:00,SPY,48.296880000000002,0.001296
1995-02-08 00:00:00,SPY,48.296880000000002,0
1995-02-09 00:00:00,SPY,48.296880000000002,0
1995-02-10 00:00:00,SPY,48.359380000000002,0.001294
1995-02-13 00:00:00,SPY,48.375,0.000323
1995-02-14 00:00:00,SPY,48.4375,0.001292
1995-02-15 00:00:00,SPY,48.703130000000002,0.005484
1995-02-16 00:00:00,SPY,48.640630000000002,-0.001283
1995-02-17 00:00:00,SPY,48.453130000000002,-0.003855
1995-02-21 00:00:00,SPY,48.4375,-0.000322
1995-02-22 00:00:00,SPY,48.796880000000002,0.007419
1995-02-23 00:00:00,SPY,48.875,0.001601
1995-02-24 00:00:00,SPY,49.0,0.002558
1995-02-27 00:00:00,SPY,48.609380000000002,-0.007972
1995-02-28 00:00:00,SPY,49.015630000000002,0.008357
1995-03-01 00:00:00,SPY,48.703130000000002,-0.006376
1995-03-02 00:00:00,SPY,48.765630000000002,0.001283
1995-03-03 00:00:00,SPY,48.78125,0.00032
1995-03-06 00:00:00,SPY,48.8125,0.000641
1995-03-07 00:00:00,SPY,48.4375,-0.007682
1995-03-08 00:00:00,SPY,48.5625,0.002581
1995-03-09 00:00:00,SPY,48.546880000000002,-0.000322
1995-03-10 00:00:00,SPY,49.265630000000002,0.014805
1995-03-13 00:00:00,SPY,49.21875,-0.000951
1995-03-14 00:00:00,SPY,49.578130000000002,0.007302
1995-03-15 00:00:00,SPY,49.484380000000002,-0.001891
1995-03-16 00:00:00,SPY,49.78125,0.005999
1995-03-17 00:00:00,SPY,49.5625,0.000994
1995-03-20 00:00:00,SPY,49.5625,0
1995-03-21 00:00:00,SPY,49.4375,-0.002522
