,DBC,EWJ,IAU,IEF,RWX,TLT,VGK,VNQ,VTI,VWO
2005-09-30 00:00:00,,0.0,0.33333333333333331,0.0,,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331
2005-10-31 00:00:00,,0.33333333333333331,0.33333333333333331,0.0,,0.0,0.0,0.0,0.0,0.33333333333333331
2005-11-30 00:00:00,,0.33333333333333331,0.33333333333333331,0.0,,0.0,0.0,0.0,0.0,0.33333333333333331
2005-12-30 00:00:00,,0.33333333333333331,0.33333333333333331,0.0,,0.0,0.0,0.0,0.0,0.33333333333333331
2006-01-31 00:00:00,,0.33333333333333331,0.33333333333333331,0.0,,0.0,0.0,0.33333333333333331,0.0,0.0
2006-02-28 00:00:00,,0.33333333333333331,0.33333333333333331,0.0,,0.0,0.0,0.33333333333333331,0.0,0.0
2006-03-31 00:00:00,,0.33333333333333331,0.33333333333333331,0.0,,0.0,0.0,0.0,0.0,0.33333333333333331
2006-04-28 00:00:00,,0.33333333333333331,0.33333333333333331,0.0,,0.0,0.0,0.0,0.0,0.33333333333333331
2006-05-31 00:00:00,,0.33333333333333331,0.33333333333333331,0.0,,0.0,0.33333333333333331,0.0,0.0,0.0
2006-06-30 00:00:00,,0.0,0.33333333333333331,0.0,,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0
2006-07-31 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,,0.0,0.0,0.33333333333333331,0.0,0.0
2006-08-31 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,,0.0,0.0,0.33333333333333331,0.0,0.0
2006-09-29 00:00:00,0.0,0.0,0.0,0.33333333333333331,,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2006-10-31 00:00:00,0.0,0.0,0.0,0.33333333333333331,,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2006-11-30 00:00:00,0.0,0.0,0.0,0.0,,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331
2006-12-29 00:00:00,0.0,0.0,0.0,0.0,,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331
2007-01-31 00:00:00,0.0,0.0,0.0,0.0,,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331
2007-02-28 00:00:00,0.0,0.0,0.0,0.0,,0.33333333333333331,0.33333333333333331,0.33333333333333331,0.0,0.0
2007-03-30 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,,0.0,0.0,0.0,0.0,0.33333333333333331
2007-04-30 00:00:00,0.0,0.0,0.0,0.0,,0.0,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331
2007-05-31 00:00:00,0.0,0.33333333333333331,0.0,0.0,,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0
2007-06-29 00:00:00,0.33333333333333331,0.0,0.0,0.33333333333333331,,0.0,0.0,0.0,0.0,0.33333333333333331
2007-07-31 00:00:00,0.33333333333333331,0.0,0.0,0.33333333333333331,,0.0,0.0,0.0,0.0,0.33333333333333331
2007-08-31 00:00:00,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.33333333333333331
2007-09-28 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2007-11-30 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2007-12-31 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2008-01-31 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2008-02-29 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30 00:00:00,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2008-05-30 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-30 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-31 00:00:00,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2008-08-29 00:00:00,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2008-09-30 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2008-10-31 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2008-11-28 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2008-12-31 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2009-01-30 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2009-02-27 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2009-03-31 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2009-04-30 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2009-05-29 00:00:00,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.33333333333333331
2009-06-30 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331
2009-07-31 00:00:00,0.33333333333333331,0.0,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.33333333333333331
2009-08-31 00:00:00,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331
2009-09-30 00:00:00,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0
2009-10-30 00:00:00,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.0
2009-11-30 00:00:00,0.0,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2009-12-31 00:00:00,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331
2010-01-29 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.33333333333333331,0.0,0.0
2010-02-26 00:00:00,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2010-03-31 00:00:00,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2010-04-30 00:00:00,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2010-05-28 00:00:00,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2010-06-30 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2010-07-30 00:00:00,0.0,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2010-08-31 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2010-09-30 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2010-10-29 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2010-11-30 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0
