,DBC,EWJ,IAU,IEF,RWX,TLT,VGK,VNQ,VTI,VWO
2010-12-31 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0
2011-01-31 00:00:00,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2011-02-28 00:00:00,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.0
2011-03-31 00:00:00,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2011-04-29 00:00:00,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.0
2011-05-31 00:00:00,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2011-06-30 00:00:00,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0
2011-07-29 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2011-08-31 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2011-09-30 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2011-10-31 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2011-11-30 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2011-12-30 00:00:00,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0
2012-01-31 00:00:00,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2012-02-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0
2012-03-30 00:00:00,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2012-04-30 00:00:00,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2012-05-31 00:00:00,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2012-06-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0
2012-07-31 00:00:00,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2012-08-31 00:00:00,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2012-09-28 00:00:00,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0
2012-10-31 00:00:00,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.0
2012-11-30 00:00:00,0.33333333333333331,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0
2012-12-31 00:00:00,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0
2013-01-31 00:00:00,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0
2013-02-28 00:00:00,0.0,0.33333333333333331,0.0,0.33333333333333331,0.33333333333333331,0.0,0.0,0.0,0.0,0.0
2013-03-28 00:00:00,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.0,0.33333333333333331,0.0,0.0
2013-04-30 00:00:00,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.33333333333333331,0.0,0.0
2013-05-31 00:00:00,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.33333333333333331,0.0
2013-06-28 00:00:00,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.33333333333333331,0.0
2013-07-31 00:00:00,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0
2013-08-30 00:00:00,0.0,0.33333333333333331,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.33333333333333331,0.0
