,momvol
1995-10-23 00:00:00,1.0870819767699971
1995-10-24 00:00:00,1.0882397190752573
1995-10-25 00:00:00,1.0792704473106391
1995-10-26 00:00:00,1.0694328971834026
1995-10-27 00:00:00,1.077534920812464
1995-10-30 00:00:00,1.0844796333771005
1995-11-02 00:00:00,1.0913986134380462
1995-11-03 00:00:00,1.0928403510063978
1995-11-06 00:00:00,1.0890930014427969
1995-11-07 00:00:00,1.0850568227794499
1995-11-08 00:00:00,1.0948581410596168
1995-11-09 00:00:00,1.0988937881675627
1995-11-10 00:00:00,1.0983168689287748
1995-11-13 00:00:00,1.0971636362163997
1995-11-14 00:00:00,1.0899563682900941
1995-11-15 00:00:00,1.1009104297914094
1995-11-16 00:00:00,1.1069643362448323
1995-11-17 00:00:00,1.1104235997955973
1995-11-20 00:00:00,1.1046582804654588
1995-11-21 00:00:00,1.1135949659544242
1995-11-22 00:00:00,1.1101361399901699
1995-11-24 00:00:00,1.1130191635457243
1995-11-27 00:00:00,1.1133074355090826
1995-11-28 00:00:00,1.1251263072444471
1995-11-29 00:00:00,1.1262795617093726
1995-12-04 00:00:00,1.1401305477592745
1995-12-05 00:00:00,1.1476337468940783
1995-12-06 00:00:00,1.1502308420632994
1995-12-07 00:00:00,1.1441714259873097
1995-12-08 00:00:00,1.1479231640931222
1995-12-11 00:00:00,1.1528293876964564
1995-12-12 00:00:00,1.149366288215816
1995-12-13 00:00:00,1.1565808604069467
1995-12-14 00:00:00,1.1482118413010418
1995-12-15 00:00:00,1.1486297904112754
1995-12-18 00:00:00,1.1265634635076844
1995-12-19 00:00:00,1.13846785962657
1995-12-20 00:00:00,1.127434967598929
1995-12-21 00:00:00,1.133242385117031
1995-12-22 00:00:00,1.1373073255524457
1995-12-26 00:00:00,1.1428244033887005
1995-12-27 00:00:00,1.142243848591779
1995-12-28 00:00:00,1.1410821865977612
1996-01-03 00:00:00,1.1442384199258906
1996-01-04 00:00:00,1.1333349720224168
1996-01-05 00:00:00,1.1310399687040713
1996-01-08 00:00:00,1.1353435757849903
1996-01-09 00:00:00,1.1158326964351253
1996-01-10 00:00:00,1.1011996664540751
1996-01-11 00:00:00,1.1077991560551343
1996-01-12 00:00:00,1.1060776361666247
1996-01-15 00:00:00,1.1037825250715789
1996-01-16 00:00:00,1.1172674361803783
1996-01-17 00:00:00,1.1138240179420704
1996-01-18 00:00:00,1.1175542145781585
1996-01-19 00:00:00,1.1250138889604677
1996-01-22 00:00:00,1.1253007675021525
1996-01-23 00:00:00,1.1278833327635698
1996-01-24 00:00:00,1.1370643030922654
1996-01-25 00:00:00,1.1330470549094405
1996-01-26 00:00:00,1.1428025900522107
1996-01-29 00:00:00,1.1473932280564505
1996-01-30 00:00:00,1.1571483652813865
1996-02-02 00:00:00,1.152339256675277
1996-02-05 00:00:00,1.1616755093328601
1996-02-06 00:00:00,1.1727091033205037
1996-02-07 00:00:00,1.1794990890287294
1996-02-08 00:00:00,1.1922306021957054
1996-02-09 00:00:00,1.1919480435429848
1996-02-12 00:00:00,1.2010020808817372
1996-02-13 00:00:00,1.1984559564702681
1996-02-14 00:00:00,1.1879874436905002
1996-02-15 00:00:00,1.1806314254391688
1996-02-16 00:00:00,1.1758215330119295
1996-02-20 00:00:00,1.1642220535887668
1996-02-21 00:00:00,1.1786514217209461
1996-02-22 00:00:00,1.1973247961952711
1996-02-23 00:00:00,1.1939291830732615
1996-02-26 00:00:00,1.1769538979483258
1996-02-27 00:00:00,1.1732759170172373
1996-02-28 00:00:00,1.1678999667654646
1996-03-04 00:00:00,1.1746492606734023
1996-03-05 00:00:00,1.1856169608203098
1996-03-06 00:00:00,1.1752119863721506
1996-03-07 00:00:00,1.1811174266036708
1996-03-08 00:00:00,1.1428716632128173
1996-03-11 00:00:00,1.1560889739978737
1996-03-12 00:00:00,1.1470899774242742
1996-03-13 00:00:00,1.1549636030293144
1996-03-14 00:00:00,1.1600258085013919
1996-03-15 00:00:00,1.1592578714161639
1996-03-18 00:00:00,1.1815735854409251
1996-03-19 00:00:00,1.1790308390850561
1996-03-20 00:00:00,1.1776183601398322
1996-03-21 00:00:00,1.1747932536938568
1996-03-22 00:00:00,1.1779005818498771
1996-03-25 00:00:00,1.1756413685338889
1996-03-26 00:00:00,1.1812903253096942
1996-03-27 00:00:00,1.170555940123605
1996-03-28 00:00:00,1.1750754566084221
1996-04-02 00:00:00,1.1809248261963241
1996-04-03 00:00:00,1.1761832616880949
1996-04-04 00:00:00,1.1781385567393885
1996-04-08 00:00:00,1.1586842266037283
1996-04-09 00:00:00,1.165951398174631
1996-04-10 00:00:00,1.1510997537216563
1996-04-11 00:00:00,1.1504073450673402
1996-04-12 00:00:00,1.1598414593956925
1996-04-15 00:00:00,1.16692068963656
1996-04-16 00:00:00,1.1685824130308569
1996-04-17 00:00:00,1.1648267395182732
1996-04-18 00:00:00,1.1680282204322652
1996-04-19 00:00:00,1.1765256313762109
1996-04-22 00:00:00,1.199924082224302
1996-04-23 00:00:00,1.1969822488495845
1996-04-24 00:00:00,1.2020171001731668
1996-04-25 00:00:00,1.202277340625431
1996-04-26 00:00:00,1.2058946174676175
1996-04-29 00:00:00,1.2011528216984626
1996-05-02 00:00:00,1.1838677911253976
1996-05-03 00:00:00,1.182977517213339
1996-05-06 00:00:00,1.1801825396882488
1996-05-07 00:00:00,1.1776609314681747
1996-05-08 00:00:00,1.1874276682252292
1996-05-09 00:00:00,1.1847808877956962
1996-05-10 00:00:00,1.1864594403534972
1996-05-13 00:00:00,1.1869982521376585
1996-05-14 00:00:00,1.1952581953862962
1996-05-15 00:00:00,1.1989197148975248
1996-05-16 00:00:00,1.2024565122555437
1996-05-17 00:00:00,1.2014653147959726
1996-05-20 00:00:00,1.2035655545968191
1996-05-21 00:00:00,1.200473681682825
1996-05-22 00:00:00,1.204353866299428
1996-05-23 00:00:00,1.1972804288089058
1996-05-24 00:00:00,1.1976008477337721
1996-05-28 00:00:00,1.1910738273857417
1996-05-29 00:00:00,1.1867717027689233
1996-05-30 00:00:00,1.1922366168381999
1996-06-04 00:00:00,1.2012265134090385
1996-06-05 00:00:00,1.2041344186193208
1996-06-06 00:00:00,1.1996650026275764
1996-06-07 00:00:00,1.1948652050700148
1996-06-10 00:00:00,1.1929095640622382
1996-06-11 00:00:00,1.1947507111373663
1996-06-12 00:00:00,1.2008327869876942
1996-06-13 00:00:00,1.2032325411085583
1996-06-14 00:00:00,1.2031181152630233
1996-06-17 00:00:00,1.2002996487981379
1996-06-18 00:00:00,1.2026098661782707
1996-06-19 00:00:00,1.2076636141284707
1996-06-20 00:00:00,1.2096448366089427
1996-06-21 00:00:00,1.2195375098979284
1996-06-24 00:00:00,1.2110617568915809
1996-06-25 00:00:00,1.2079600274754894
1996-06-26 00:00:00,1.2062882761109683
1996-06-27 00:00:00,1.2105007342109266
1996-07-02 00:00:00,1.20155617757929
1996-07-03 00:00:00,1.200179903025187
1996-07-05 00:00:00,1.1725270657224849
1996-07-08 00:00:00,1.1655951545245353
1996-07-09 00:00:00,1.1703608929637719
1996-07-10 00:00:00,1.1707954647124994
1996-07-11 00:00:00,1.1512977364312684
1996-07-12 00:00:00,1.1539228886745425
1996-07-15 00:00:00,1.1309322238060868
1996-07-16 00:00:00,1.1346275934789882
1996-07-17 00:00:00,1.1441345358815327
1996-07-18 00:00:00,1.1613629382908597
1996-07-19 00:00:00,1.1502773555622146
1996-07-22 00:00:00,1.1391912283146599
1996-07-23 00:00:00,1.135570259290845
1996-07-24 00:00:00,1.1216323399510997
1996-07-25 00:00:00,1.1336359165993324
1996-07-26 00:00:00,1.1413324058085397
1996-07-29 00:00:00,1.1301183698194297
1996-07-30 00:00:00,1.1404147221127532
1996-08-02 00:00:00,1.1528216583166708
1996-08-05 00:00:00,1.151711984582297
1996-08-06 00:00:00,1.1441560068747914
1996-08-07 00:00:00,1.1409981313555226
1996-08-08 00:00:00,1.1376960848912823
1996-08-09 00:00:00,1.1334289932655537
1996-08-12 00:00:00,1.1400394497530932
1996-08-13 00:00:00,1.1376895751299192
1996-08-14 00:00:00,1.1420942495935491
1996-08-15 00:00:00,1.1409916317001112
1996-08-16 00:00:00,1.1412806948144916
1996-08-19 00:00:00,1.1462310328870571
1996-08-20 00:00:00,1.141143525590985
1996-08-21 00:00:00,1.1460870463509807
1996-08-22 00:00:00,1.1539380213837207
1996-08-23 00:00:00,1.1484303620538314
1996-08-26 00:00:00,1.1408612614925386
1996-08-27 00:00:00,1.1383929172752356
1996-08-28 00:00:00,1.1350909524474571
1996-08-29 00:00:00,1.1246269971213603
1996-09-04 00:00:00,1.1301029799068985
1996-09-05 00:00:00,1.1257023126446228
1996-09-06 00:00:00,1.1336488802891556
1996-09-09 00:00:00,1.1403831986146964
1996-09-10 00:00:00,1.1425825122500004
1996-09-11 00:00:00,1.1433464725569411
1996-09-12 00:00:00,1.1473873246047186
1996-09-13 00:00:00,1.1612139976343938
1996-09-16 00:00:00,1.1683055911716926
1996-09-17 00:00:00,1.1743638591665988
1996-09-18 00:00:00,1.1679455268186181
1996-09-19 00:00:00,1.1751722155113431
1996-09-20 00:00:00,1.1723260573472418
1996-09-23 00:00:00,1.1672537303934432
1996-09-24 00:00:00,1.1745232443910594
1996-09-25 00:00:00,1.1773974402835072
1996-09-26 00:00:00,1.1771267775982557
1996-09-27 00:00:00,1.1826054302622855
1996-10-02 00:00:00,1.1817627272994222
1996-10-03 00:00:00,1.1787605808123471
1996-10-04 00:00:00,1.1844517369184913
1996-10-07 00:00:00,1.1826723133945636
1996-10-08 00:00:00,1.1703921582684131
1996-10-09 00:00:00,1.1631788200486344
1996-10-10 00:00:00,1.1668738301963122
1996-10-11 00:00:00,1.1768037031278011
1996-10-14 00:00:00,1.1776185460255293
1996-10-15 00:00:00,1.186638164903024
1996-10-16 00:00:00,1.1871676734471943
1996-10-17 00:00:00,1.1912568177794243
1996-10-18 00:00:00,1.1994343402308993
1996-10-21 00:00:00,1.1764903066980612
1996-10-22 00:00:00,1.1746019310717803
1996-10-23 00:00:00,1.1717222155366263
1996-10-24 00:00:00,1.1713420694433045
1996-10-25 00:00:00,1.1645092466762805
1996-10-28 00:00:00,1.1579752809606405
1996-10-29 00:00:00,1.1604071289975382
1996-10-30 00:00:00,1.1559108389998816
1996-11-04 00:00:00,1.160446934858393
1996-11-05 00:00:00,1.1601381997555493
1996-11-06 00:00:00,1.184044051146679
1996-11-07 00:00:00,1.1857076635711212
1996-11-08 00:00:00,1.1959989834453804
1996-11-11 00:00:00,1.1952429948838348
1996-11-12 00:00:00,1.1931257820662382
1996-11-13 00:00:00,1.1920607611798932
1996-11-14 00:00:00,1.1988677684613773
1996-11-15 00:00:00,1.2018950588821844
1996-11-18 00:00:00,1.1956863930263228
1996-11-19 00:00:00,1.2008277333340625
1996-11-20 00:00:00,1.2062775510540709
1996-11-21 00:00:00,1.2052192049199226
1996-11-22 00:00:00,1.2171736837012332
1996-11-25 00:00:00,1.2263970230302665
1996-11-26 00:00:00,1.221857774021375
1996-11-27 00:00:00,1.2183771005624129
1996-12-03 00:00:00,1.2055453236005831
1996-12-04 00:00:00,1.2096632400166472
1996-12-05 00:00:00,1.2203039070849619
1996-12-06 00:00:00,1.201216166764514
1996-12-09 00:00:00,1.2162546239900802
1996-12-10 00:00:00,1.2105905433966486
1996-12-11 00:00:00,1.1911378687104954
1996-12-12 00:00:00,1.183141554062862
1996-12-13 00:00:00,1.1828883035113809
1996-12-16 00:00:00,1.1715040681474873
1996-12-17 00:00:00,1.1772241876864591
1996-12-18 00:00:00,1.1808359541472799
1996-12-19 00:00:00,1.1895068084009981
1996-12-20 00:00:00,1.1936304336958266
1996-12-23 00:00:00,1.1896568826929679
1996-12-24 00:00:00,1.1845549251854257
1996-12-26 00:00:00,1.1966317529903765
1996-12-27 00:00:00,1.1933473962829915
1996-12-30 00:00:00,1.188927671588174
1997-01-03 00:00:00,1.1992079923763115
1997-01-06 00:00:00,1.1996425316019472
1997-01-07 00:00:00,1.1993657629877745
1997-01-08 00:00:00,1.1862320782718556
1997-01-09 00:00:00,1.1787110477962623
1997-01-10 00:00:00,1.1662198351319644
1997-01-13 00:00:00,1.1742070923635339
1997-01-14 00:00:00,1.1834295100313186
1997-01-15 00:00:00,1.1838769114730883
1997-01-16 00:00:00,1.189161836738168
1997-01-17 00:00:00,1.1914357286357373
1997-01-20 00:00:00,1.1787748388149766
1997-01-21 00:00:00,1.1916060370345725
1997-01-22 00:00:00,1.197048858505485
1997-01-23 00:00:00,1.1774210290451139
1997-01-24 00:00:00,1.1632225521420096
1997-01-27 00:00:00,1.149799080632381
1997-01-28 00:00:00,1.1632221967634806
1997-01-29 00:00:00,1.1659560285771959
1997-01-30 00:00:00,1.1733700152848114
1997-02-04 00:00:00,1.1756865589500212
1997-02-05 00:00:00,1.1547868183928904
1997-02-06 00:00:00,1.1551240086429275
1997-02-07 00:00:00,1.1697486636524026
1997-02-10 00:00:00,1.1649140268499405
1997-02-11 00:00:00,1.171230505110362
1997-02-12 00:00:00,1.1841718070628411
1997-02-13 00:00:00,1.1992942579893309
1997-02-14 00:00:00,1.1952412790052758
1997-02-18 00:00:00,1.1994835898589049
1997-02-19 00:00:00,1.1965744561512743
1997-02-20 00:00:00,1.2008948591293773
1997-02-21 00:00:00,1.208017681635202
1997-02-24 00:00:00,1.2147781950706047
1997-02-25 00:00:00,1.2176457836390013
1997-02-26 00:00:00,1.1964376489989892
1997-02-27 00:00:00,1.1941335048523367
1997-03-04 00:00:00,1.1900086808564634
1997-03-05 00:00:00,1.1980418077074386
1997-03-06 00:00:00,1.1843490725073702
1997-03-07 00:00:00,1.1934436922235487
1997-03-10 00:00:00,1.2013991486520399
1997-03-11 00:00:00,1.20191078061172
1997-03-12 00:00:00,1.1881793873461819
1997-03-13 00:00:00,1.1648020901449079
1997-03-14 00:00:00,1.1709508088606679
1997-03-17 00:00:00,1.1753316031744063
1997-03-18 00:00:00,1.1765021118523742
1997-03-19 00:00:00,1.1786347080727795
1997-03-20 00:00:00,1.1701676217571297
1997-03-21 00:00:00,1.1828517976093651
1997-03-24 00:00:00,1.1839299434502739
1997-03-25 00:00:00,1.1834909169680807
1997-03-26 00:00:00,1.1890625939818857
1997-03-27 00:00:00,1.1692461569241217
1997-04-02 00:00:00,1.1561549918883569
1997-04-03 00:00:00,1.1624007175983591
1997-04-04 00:00:00,1.1620948988997553
1997-04-07 00:00:00,1.1602863848847969
1997-04-08 00:00:00,1.1655525289980155
1997-04-09 00:00:00,1.1548665195678705
1997-04-10 00:00:00,1.1498241400208264
1997-04-11 00:00:00,1.1219843135407346
1997-04-14 00:00:00,1.131464164382316
1997-04-15 00:00:00,1.1506527319662392
1997-04-16 00:00:00,1.1660797820815465
1997-04-17 00:00:00,1.1630703558187259
1997-04-18 00:00:00,1.1713489292068229
1997-04-21 00:00:00,1.1758677480571547
1997-04-22 00:00:00,1.1919678372315234
1997-04-23 00:00:00,1.1927201683953133
1997-04-24 00:00:00,1.1842914649922265
1997-04-25 00:00:00,1.1757143257377836
1997-04-28 00:00:00,1.1852704549661313
1997-04-29 00:00:00,1.2087440349343226
1997-05-02 00:00:00,1.2290428271107869
1997-05-05 00:00:00,1.2478179318005842
1997-05-06 00:00:00,1.2614050937479824
1997-05-07 00:00:00,1.2408393143000349
1997-05-08 00:00:00,1.2539322592525672
1997-05-09 00:00:00,1.2642052557609909
1997-05-12 00:00:00,1.2980903829742787
1997-05-13 00:00:00,1.2924396305515955
1997-05-14 00:00:00,1.3050082012819524
1997-05-15 00:00:00,1.3068196292610883
1997-05-16 00:00:00,1.3057593120566924
1997-05-19 00:00:00,1.3162787847231618
1997-05-20 00:00:00,1.330154742820624
1997-05-21 00:00:00,1.3173289326860669
1997-05-22 00:00:00,1.2980909169776349
1997-05-23 00:00:00,1.3158062281748704
1997-05-27 00:00:00,1.3101758409468203
1997-05-28 00:00:00,1.3213286590551281
1997-05-29 00:00:00,1.311570379791295
1997-06-03 00:00:00,1.3091246075675249
1997-06-04 00:00:00,1.313577551496043
1997-06-05 00:00:00,1.3189289287560282
1997-06-06 00:00:00,1.3386016508848257
1997-06-09 00:00:00,1.3450403913315132
1997-06-10 00:00:00,1.3552529908414763
1997-06-11 00:00:00,1.3649220886309359
1997-06-12 00:00:00,1.3690622335188991
1997-06-13 00:00:00,1.3755850653499822
1997-06-16 00:00:00,1.3863927859039813
1997-06-17 00:00:00,1.3800371331621106
1997-06-18 00:00:00,1.3694168706281373
1997-06-19 00:00:00,1.3827027045168543
1997-06-20 00:00:00,1.3747708146252133
1997-06-23 00:00:00,1.3479058580907362
1997-06-24 00:00:00,1.3725456307477153
1997-06-25 00:00:00,1.3881606819982499
1997-06-26 00:00:00,1.3869745105777505
1997-06-27 00:00:00,1.3794394477731124
1997-07-02 00:00:00,1.3919329545012917
1997-07-03 00:00:00,1.4107887628705831
1997-07-07 00:00:00,1.3918507518777263
1997-07-08 00:00:00,1.3972181157547916
1997-07-09 00:00:00,1.3885788442995035
1997-07-10 00:00:00,1.3892936484743972
1997-07-11 00:00:00,1.3892107964979741
1997-07-14 00:00:00,1.4053078376053398
1997-07-15 00:00:00,1.4010726222788579
1997-07-16 00:00:00,1.419662450351487
1997-07-17 00:00:00,1.4211571953591249
1997-07-18 00:00:00,1.3960548772752814
1997-07-21 00:00:00,1.3907055534576598
1997-07-22 00:00:00,1.4167891040690279
1997-07-23 00:00:00,1.4161249197301722
1997-07-24 00:00:00,1.4143640698233448
1997-07-25 00:00:00,1.419314715958653
1997-07-28 00:00:00,1.4133006820333736
1997-07-29 00:00:00,1.4104771566640835
1997-07-30 00:00:00,1.420046530477949
1997-08-04 00:00:00,1.4221954204334604
1997-08-05 00:00:00,1.4059576486576093
1997-08-06 00:00:00,1.4294486391322991
1997-08-07 00:00:00,1.4176778820843514
1997-08-08 00:00:00,1.417796931746903
1997-08-11 00:00:00,1.4069318406637878
1997-08-12 00:00:00,1.3968327887649505
1997-08-13 00:00:00,1.4000069405413917
1997-08-14 00:00:00,1.408553985720316
1997-08-15 00:00:00,1.3729236886760094
1997-08-18 00:00:00,1.392912327591495
1997-08-19 00:00:00,1.3964542501856432
1997-08-20 00:00:00,1.4169306432654936
1997-08-21 00:00:00,1.3971005444341162
1997-08-22 00:00:00,1.3772612733969147
1997-08-25 00:00:00,1.3717204366143683
1997-08-26 00:00:00,1.3684251057801966
1997-08-27 00:00:00,1.3619386336593853
1997-08-28 00:00:00,1.3359992506888732
1997-09-03 00:00:00,1.3440652303142968
1997-09-04 00:00:00,1.348776005917127
1997-09-05 00:00:00,1.35268473090098
1997-09-08 00:00:00,1.3498917818674665
1997-09-09 00:00:00,1.3622965486114869
1997-09-10 00:00:00,1.3378993308820135
1997-09-11 00:00:00,1.3221476440468516
1997-09-12 00:00:00,1.3307930795056664
1997-09-15 00:00:00,1.3325621137902202
1997-09-16 00:00:00,1.3479020802143475
1997-09-17 00:00:00,1.3418856296966486
1997-09-18 00:00:00,1.3481173232336776
1997-09-19 00:00:00,1.3433770687166162
1997-09-22 00:00:00,1.3536236438869247
1997-09-23 00:00:00,1.3471316296469078
1997-09-24 00:00:00,1.3589593520687211
1997-09-25 00:00:00,1.3537333274208245
1997-09-26 00:00:00,1.3419054332938842
1997-09-29 00:00:00,1.3551385854008648
1997-10-02 00:00:00,1.341372926609127
1997-10-03 00:00:00,1.3451904530438481
1997-10-06 00:00:00,1.3652007677207714
1997-10-07 00:00:00,1.3633673843108103
1997-10-08 00:00:00,1.3579484878281687
1997-10-09 00:00:00,1.3462624954891032
1997-10-10 00:00:00,1.3470379627965212
1997-10-13 00:00:00,1.3477770902694097
1997-10-14 00:00:00,1.3390464087321752
1997-10-15 00:00:00,1.3373223559886422
1997-10-16 00:00:00,1.3372215295518082
1997-10-17 00:00:00,1.3295856183581716
1997-10-20 00:00:00,1.3371851084125581
1997-10-21 00:00:00,1.3488481602099927
1997-10-22 00:00:00,1.3467908667168624
1997-10-23 00:00:00,1.3018439461413387
1997-10-24 00:00:00,1.2974465517566665
1997-10-27 00:00:00,1.2138296943614502
1997-10-28 00:00:00,1.2789375345021112
1997-10-29 00:00:00,1.2664760448072974
1997-10-30 00:00:00,1.2474738524787907
1997-11-04 00:00:00,1.2277820268563255
1997-11-05 00:00:00,1.2266393903391228
1997-11-06 00:00:00,1.2208970323036181
1997-11-07 00:00:00,1.1778418989205286
1997-11-10 00:00:00,1.1739908776625001
1997-11-11 00:00:00,1.1742046528820229
1997-11-12 00:00:00,1.1381795607519123
1997-11-13 00:00:00,1.1570117408777441
1997-11-14 00:00:00,1.1786982980859189
1997-11-17 00:00:00,1.2134397865683135
1997-11-18 00:00:00,1.1995288929883756
1997-11-19 00:00:00,1.1896105170077966
1997-11-20 00:00:00,1.2257086487101934
1997-11-21 00:00:00,1.2203558892014577
1997-11-24 00:00:00,1.1985281386988584
1997-11-25 00:00:00,1.2035220330583751
1997-11-26 00:00:00,1.2087295785937069
1997-12-02 00:00:00,1.1985545160105677
1997-12-03 00:00:00,1.2005502420811944
1997-12-04 00:00:00,1.1909415186693442
1997-12-05 00:00:00,1.1938480256661841
1997-12-08 00:00:00,1.1918523571875861
1997-12-09 00:00:00,1.1936021708534175
1997-12-10 00:00:00,1.1876159325437889
1997-12-11 00:00:00,1.1639405661712947
1997-12-12 00:00:00,1.1622896665352176
1997-12-15 00:00:00,1.1781062621324949
1997-12-16 00:00:00,1.1703945608070911
1997-12-17 00:00:00,1.1877150587728547
1997-12-18 00:00:00,1.166157499889197
1997-12-19 00:00:00,1.1461839656662016
1997-12-22 00:00:00,1.1445623959439246
1997-12-23 00:00:00,1.1265015064571722
1997-12-24 00:00:00,1.1334423736950279
1997-12-26 00:00:00,1.133132658834211
1997-12-29 00:00:00,1.1522292733482467
1997-12-30 00:00:00,1.1629141521018951
1998-01-05 00:00:00,1.1520476562668482
1998-01-06 00:00:00,1.1412531358897469
1998-01-07 00:00:00,1.1584525332482511
1998-01-08 00:00:00,1.1433404987377713
1998-01-09 00:00:00,1.1080786541052823
1998-01-12 00:00:00,1.1166417262798483
1998-01-13 00:00:00,1.1349925801185674
1998-01-14 00:00:00,1.1472984445155272
1998-01-15 00:00:00,1.138699452317834
1998-01-16 00:00:00,1.1914128452998882
1998-01-20 00:00:00,1.2114902426101539
1998-01-21 00:00:00,1.1957300573368432
1998-01-22 00:00:00,1.1959824886064732
1998-01-23 00:00:00,1.2135776898385953
1998-01-26 00:00:00,1.2224296509687889
1998-01-27 00:00:00,1.232216393777622
1998-01-28 00:00:00,1.2444499461098437
1998-01-29 00:00:00,1.2388371094303801
1998-02-03 00:00:00,1.2430315200899062
1998-02-04 00:00:00,1.2419722572275567
1998-02-05 00:00:00,1.2457694680243687
1998-02-06 00:00:00,1.2574703276310557
1998-02-09 00:00:00,1.2588833857816253
1998-02-10 00:00:00,1.2670957878691598
1998-02-11 00:00:00,1.2663009311461824
1998-02-12 00:00:00,1.2635188597822611
1998-02-13 00:00:00,1.2498308055080931
1998-02-17 00:00:00,1.2519057152034943
1998-02-18 00:00:00,1.2533616614192742
1998-02-19 00:00:00,1.2422345361398826
1998-02-20 00:00:00,1.2443972696297205
1998-02-23 00:00:00,1.2456772858212375
1998-02-24 00:00:00,1.232298115141842
1998-02-25 00:00:00,1.2474868807437702
1998-02-26 00:00:00,1.2698301329208961
1998-03-03 00:00:00,1.2747263705179293
1998-03-04 00:00:00,1.2600620582660387
1998-03-05 00:00:00,1.2475758644504746
1998-03-06 00:00:00,1.2760851636045216
1998-03-09 00:00:00,1.2595002170856895
1998-03-10 00:00:00,1.267746187923755
1998-03-11 00:00:00,1.2651229700996465
1998-03-12 00:00:00,1.2664816640220489
1998-03-13 00:00:00,1.2721268186885668
1998-03-16 00:00:00,1.277164047971064
1998-03-17 00:00:00,1.277492333235722
1998-03-18 00:00:00,1.2763446425144978
1998-03-19 00:00:00,1.274166283944155
1998-03-20 00:00:00,1.2886508909543057
1998-03-23 00:00:00,1.2820864627279316
1998-03-24 00:00:00,1.2853418440532736
1998-03-25 00:00:00,1.2864800670200993
1998-03-26 00:00:00,1.2994558508832454
1998-03-27 00:00:00,1.288833099390895
1998-03-30 00:00:00,1.2770726581298002
1998-04-02 00:00:00,1.2752594027606448
1998-04-03 00:00:00,1.282178628695241
1998-04-06 00:00:00,1.2817615021472728
1998-04-07 00:00:00,1.2779659423689473
1998-04-08 00:00:00,1.2891528322108334
1998-04-09 00:00:00,1.3009499528348505
1998-04-13 00:00:00,1.2983984627397871
1998-04-14 00:00:00,1.308378304060168
1998-04-15 00:00:00,1.3062753385174966
1998-04-16 00:00:00,1.2815983399771218
