,momvmp
7/16/1996 0:00,1.003160519
7/17/1996 0:00,1.00887128
7/18/1996 0:00,1.014878838
7/19/1996 0:00,0.99076933
7/22/1996 0:00,0.990682826
7/23/1996 0:00,0.995483955
7/24/1996 0:00,0.98969401
7/25/1996 0:00,1.010457943
7/26/1996 0:00,1.00659885
7/29/1996 0:00,0.990006146
7/30/1996 0:00,1.009188652
8/1/1996 0:00,1.00847972
8/2/1996 0:00,1.011129111
8/5/1996 0:00,0.998921743
8/6/1996 0:00,0.993665336
8/7/1996 0:00,0.997366699
8/8/1996 0:00,0.997135766
8/9/1996 0:00,0.996260268
8/12/1996 0:00,1.005867628
8/13/1996 0:00,0.997797787
8/14/1996 0:00,1.003863769
8/15/1996 0:00,0.999012806
8/16/1996 0:00,1.000448635
8/19/1996 0:00,1.004245011
8/20/1996 0:00,0.995650558
8/21/1996 0:00,1.004144671
8/22/1996 0:00,1.006910379
8/23/1996 0:00,0.995213446
8/26/1996 0:00,0.993449177
8/27/1996 0:00,0.997977405
8/28/1996 0:00,0.997129684
8/29/1996 0:00,0.990766424
9/3/1996 0:00,0.996921919
9/4/1996 0:00,1.004763674
9/5/1996 0:00,0.995885669
9/6/1996 0:00,1.007248622
9/9/1996 0:00,1.006098637
9/10/1996 0:00,1.001864011
9/11/1996 0:00,1.000801785
9/12/1996 0:00,1.003627561
9/13/1996 0:00,1.012137836
9/16/1996 0:00,1.006040158
9/17/1996 0:00,1.004983324
9/18/1996 0:00,0.994614379
9/19/1996 0:00,1.006125195
9/20/1996 0:00,0.997738373
9/23/1996 0:00,0.995784333
9/24/1996 0:00,1.006052258
9/25/1996 0:00,1.002399427
9/26/1996 0:00,0.999764043
9/27/1996 0:00,1.004553262
10/1/1996 0:00,1.002844962
10/2/1996 0:00,0.999512616
10/3/1996 0:00,0.99750918
10/4/1996 0:00,1.005090803
10/7/1996 0:00,0.998577451
10/8/1996 0:00,0.98981213
10/9/1996 0:00,0.993786509
10/10/1996 0:00,1.003016851
10/11/1996 0:00,1.008627983
10/14/1996 0:00,1.000712088
10/15/1996 0:00,1.007382972
10/16/1996 0:00,1.000581537
10/17/1996 0:00,1.003420276
10/18/1996 0:00,1.006816582
10/21/1996 0:00,0.981414575
10/22/1996 0:00,0.998226437
10/23/1996 0:00,0.997726612
10/24/1996 0:00,0.999418488
10/25/1996 0:00,0.994373854
10/28/1996 0:00,0.994356325
10/29/1996 0:00,1.002284571
10/30/1996 0:00,0.996142256
11/1/1996 0:00,1.000399454
11/4/1996 0:00,1.004548379
11/5/1996 0:00,1.001111811
11/6/1996 0:00,1.020289769
11/7/1996 0:00,1.001625735
11/8/1996 0:00,1.007958914
11/11/1996 0:00,0.999268247
11/12/1996 0:00,0.997949161
11/13/1996 0:00,1.000347066
11/14/1996 0:00,1.005914774
11/15/1996 0:00,1.002234034
11/18/1996 0:00,0.996078065
11/19/1996 0:00,1.00496776
11/20/1996 0:00,1.003872023
11/21/1996 0:00,0.998986365
11/22/1996 0:00,1.009415332
11/25/1996 0:00,1.00876017
11/26/1996 0:00,0.996395816
11/27/1996 0:00,0.997383097
12/2/1996 0:00,0.995092925
12/3/1996 0:00,0.986900971
12/4/1996 0:00,1.003141856
12/5/1996 0:00,1.004287438
12/6/1996 0:00,0.988167366
12/9/1996 0:00,1.013380104
12/10/1996 0:00,0.99530028
12/11/1996 0:00,0.986638952
12/12/1996 0:00,0.98939489
12/13/1996 0:00,1.0008729
12/16/1996 0:00,0.98913589
12/17/1996 0:00,1.006097385
12/18/1996 0:00,1.004971468
12/19/1996 0:00,1.012558357
12/20/1996 0:00,1.00316848
12/23/1996 0:00,0.996997323
12/24/1996 0:00,1.000312636
12/26/1996 0:00,1.009194927
12/27/1996 0:00,0.99884153
12/30/1996 0:00,0.994321529
1/2/1997 0:00,1.001824673
1/3/1997 0:00,1.010321535
1/6/1997 0:00,0.997679943
1/7/1997 0:00,1.003402061
1/8/1997 0:00,0.989711305
1/9/1997 0:00,0.998011348
1/10/1997 0:00,0.99579542
1/13/1997 0:00,1.004334646
1/14/1997 0:00,1.00926753
1/15/1997 0:00,0.999526333
1/16/1997 0:00,1.004345042
1/17/1997 0:00,1.003170821
1/20/1997 0:00,0.992958012
1/21/1997 0:00,1.010018768
1/22/1997 0:00,1.005365678
1/23/1997 0:00,0.984374085
1/24/1997 0:00,0.987695402
1/27/1997 0:00,0.991116689
1/28/1997 0:00,1.008962673
1/29/1997 0:00,1.004619134
1/30/1997 0:00,1.008369633
2/3/1997 0:00,1.002272974
2/4/1997 0:00,1.003415637
2/5/1997 0:00,0.981883739
2/6/1997 0:00,1.002483358
2/7/1997 0:00,1.012984498
2/10/1997 0:00,0.99401718
2/11/1997 0:00,1.007539518
2/12/1997 0:00,1.012133084
2/13/1997 0:00,1.012109783
2/14/1997 0:00,0.996993959
2/18/1997 0:00,1.005258417
2/19/1997 0:00,0.996091939
2/20/1997 0:00,0.998148101
2/21/1997 0:00,1.004024513
2/24/1997 0:00,1.007742809
2/25/1997 0:00,1.00181243
2/26/1997 0:00,0.985204858
2/27/1997 0:00,0.993580879
3/3/1997 0:00,1.003527813
3/4/1997 0:00,0.995963441
3/5/1997 0:00,1.009665454
3/6/1997 0:00,0.990185615
3/7/1997 0:00,1.008051909
3/10/1997 0:00,1.007756228
3/11/1997 0:00,0.998749796
3/12/1997 0:00,0.989319795
3/13/1997 0:00,0.98152624
3/14/1997 0:00,1.005233869
3/17/1997 0:00,1.003452257
3/18/1997 0:00,0.997589772
3/19/1997 0:00,1.000325849
3/20/1997 0:00,0.993396623
3/21/1997 0:00,1.009054725
3/24/1997 0:00,1.004632687
3/25/1997 0:00,0.99690526
3/26/1997 0:00,1.004609702
3/27/1997 0:00,0.980528162
4/1/1997 0:00,1.006539005
4/2/1997 0:00,0.986918419
4/3/1997 0:00,1.00541634
4/4/1997 0:00,1.00330272
4/7/1997 0:00,0.999984155
4/8/1997 0:00,1.005285942
4/9/1997 0:00,0.991120198
4/10/1997 0:00,0.995823198
4/11/1997 0:00,0.973649332
4/14/1997 0:00,1.009849867
4/15/1997 0:00,1.016976306
4/16/1997 0:00,1.012887254
4/17/1997 0:00,0.996994036
4/18/1997 0:00,1.006497876
4/21/1997 0:00,1.000929186
4/22/1997 0:00,1.016011043
4/23/1997 0:00,1.00073638
4/24/1997 0:00,0.993509419
4/25/1997 0:00,0.991556088
4/28/1997 0:00,1.008597894
4/29/1997 0:00,1.023107089
5/1/1997 0:00,0.999295765
5/2/1997 0:00,1.016938282
5/5/1997 0:00,1.016327322
5/6/1997 0:00,1.009441426
5/7/1997 0:00,0.983025113
5/8/1997 0:00,1.010104602
5/9/1997 0:00,1.008029287
5/12/1997 0:00,1.025563999
5/13/1997 0:00,0.995678445
5/14/1997 0:00,1.008774539
5/15/1997 0:00,1.002027381
5/16/1997 0:00,0.997632896
5/19/1997 0:00,1.007453497
5/20/1997 0:00,1.010712741
5/21/1997 0:00,0.991240315
5/22/1997 0:00,0.986744874
5/23/1997 0:00,1.013121717
5/27/1997 0:00,0.996724804
5/28/1997 0:00,1.007457258
5/29/1997 0:00,0.992796651
6/2/1997 0:00,1.003298262
6/3/1997 0:00,0.997806155
6/4/1997 0:00,1.002380539
6/5/1997 0:00,1.003990011
6/6/1997 0:00,1.01596069
6/9/1997 0:00,1.004867742
6/10/1997 0:00,1.006566856
6/11/1997 0:00,1.006051565
6/12/1997 0:00,1.006696231
6/13/1997 0:00,1.005598488
6/16/1997 0:00,1.006143498
6/17/1997 0:00,0.996139671
6/18/1997 0:00,0.9932615
6/19/1997 0:00,1.009843323
6/20/1997 0:00,0.994798224
6/23/1997 0:00,0.979382703
6/24/1997 0:00,1.01989862
6/25/1997 0:00,1.007173159
6/26/1997 0:00,0.998228217
6/27/1997 0:00,0.996664146
7/1/1997 0:00,1.007397434
7/2/1997 0:00,1.010458424
7/3/1997 0:00,1.013588221
7/7/1997 0:00,0.987195291
7/8/1997 0:00,1.005120981
7/9/1997 0:00,0.992883645
7/10/1997 0:00,1.00127155
7/11/1997 0:00,1.000609017
7/14/1997 0:00,1.009942869
7/15/1997 0:00,0.998539399
7/16/1997 0:00,1.01324952
7/17/1997 0:00,0.999885582
7/18/1997 0:00,0.981643971
7/21/1997 0:00,0.996934136
7/22/1997 0:00,1.020246647
7/23/1997 0:00,0.999460862
7/24/1997 0:00,0.999898552
7/25/1997 0:00,1.002692373
7/28/1997 0:00,0.996453442
7/29/1997 0:00,0.999034546
7/30/1997 0:00,1.007786961
8/1/1997 0:00,0.98770809
8/4/1997 0:00,1.001846984
8/5/1997 0:00,0.992184089
8/6/1997 0:00,1.014149333
8/7/1997 0:00,0.991989662
8/8/1997 0:00,0.993976383
8/11/1997 0:00,0.996768064
8/12/1997 0:00,0.990208398
8/13/1997 0:00,1.000699496
8/14/1997 0:00,1.005402697
8/15/1997 0:00,0.973111671
8/18/1997 0:00,1.016823593
8/19/1997 0:00,1.005207718
8/20/1997 0:00,1.014806487
8/21/1997 0:00,0.984942327
8/22/1997 0:00,0.989906306
8/25/1997 0:00,0.996069376
8/26/1997 0:00,0.993905852
8/27/1997 0:00,0.99845109
8/28/1997 0:00,0.982099253
9/2/1997 0:00,1.015013994
9/3/1997 0:00,1.003789206
9/4/1997 0:00,1.004070261
9/5/1997 0:00,1.001772863
9/8/1997 0:00,0.999188745
9/9/1997 0:00,1.00748606
9/10/1997 0:00,0.981547506
9/11/1997 0:00,0.989520132
9/12/1997 0:00,1.008407583
9/15/1997 0:00,1.00073592
9/16/1997 0:00,1.014159609
9/17/1997 0:00,0.996422067
9/18/1997 0:00,1.0045725
9/19/1997 0:00,0.997519993
9/22/1997 0:00,1.007220181
9/23/1997 0:00,0.995247487
9/24/1997 0:00,1.005387924
9/25/1997 0:00,0.995541917
9/26/1997 0:00,0.994616847
9/29/1997 0:00,1.009808005
10/1/1997 0:00,1.012012573
10/2/1997 0:00,0.991924727
10/3/1997 0:00,1.003140386
10/6/1997 0:00,1.0137653
10/7/1997 0:00,1.000081883
10/8/1997 0:00,0.995616943
10/9/1997 0:00,0.992077858
10/10/1997 0:00,1.000106909
10/13/1997 0:00,1.000605203
10/14/1997 0:00,0.994438731
10/15/1997 0:00,0.998581297
10/16/1997 0:00,0.997791307
10/17/1997 0:00,0.99369364
10/20/1997 0:00,1.006852074
10/21/1997 0:00,1.010159761
10/22/1997 0:00,0.99779185
10/23/1997 0:00,0.968470985
10/24/1997 0:00,0.995736124
10/27/1997 0:00,0.934464406
10/28/1997 0:00,1.053896479
10/29/1997 0:00,0.991478395
10/30/1997 0:00,0.984033718
11/3/1997 0:00,1.021576058
11/4/1997 0:00,0.985277626
11/5/1997 0:00,0.999360139
11/6/1997 0:00,0.995378417
11/7/1997 0:00,0.966414254
11/10/1997 0:00,0.99653486
11/11/1997 0:00,1.000193023
11/12/1997 0:00,0.97002438
11/13/1997 0:00,1.016401252
11/14/1997 0:00,1.018381192
11/17/1997 0:00,1.028700416
11/18/1997 0:00,0.988898075
11/19/1997 0:00,0.992658276
11/20/1997 0:00,1.029270714
11/21/1997 0:00,0.996415222
11/24/1997 0:00,0.982099384
11/25/1997 0:00,1.004058357
11/26/1997 0:00,1.004230076
12/1/1997 0:00,1.025434972
12/2/1997 0:00,0.992887493
12/3/1997 0:00,1.00233921
12/4/1997 0:00,0.995891302
12/5/1997 0:00,1.008184084
12/8/1997 0:00,0.99767571
12/9/1997 0:00,0.997299202
12/10/1997 0:00,0.992992857
12/11/1997 0:00,0.98167137
12/12/1997 0:00,1.000457305
12/15/1997 0:00,1.011668086
12/16/1997 0:00,1.000492407
12/17/1997 0:00,1.003674354
12/18/1997 0:00,0.98653224
12/19/1997 0:00,0.988245468
12/22/1997 0:00,1.002959136
12/23/1997 0:00,0.983059597
12/24/1997 0:00,1.001038742
12/26/1997 0:00,1.00211436
12/29/1997 0:00,1.018418818
12/30/1997 0:00,1.012854859
1/2/1998 0:00,1.004390256
1/5/1998 0:00,0.998189786
1/6/1998 0:00,0.986314416
1/7/1998 0:00,1.006946257
1/8/1998 0:00,0.989743166
1/9/1998 0:00,0.966690674
1/12/1998 0:00,1.014572592
1/13/1998 0:00,1.014825297
1/14/1998 0:00,1.006775312
1/15/1998 0:00,0.991968227
1/16/1998 0:00,1.025543838
1/20/1998 0:00,1.016448239
1/21/1998 0:00,0.989191809
1/22/1998 0:00,0.994380393
1/23/1998 0:00,1.004354026
1/26/1998 0:00,1.002236102
1/27/1998 0:00,1.00933777
1/28/1998 0:00,1.009360739
1/29/1998 0:00,1.001806851
2/2/1998 0:00,1.016549636
2/3/1998 0:00,1.00746044
2/4/1998 0:00,0.998763189
2/5/1998 0:00,0.999417657
2/6/1998 0:00,1.011174512
2/9/1998 0:00,0.996665665
2/10/1998 0:00,1.009532011
2/11/1998 0:00,0.999086133
2/12/1998 0:00,1.004212904
2/13/1998 0:00,0.994158761
2/17/1998 0:00,1.004867331
2/18/1998 0:00,1.0090609
2/19/1998 0:00,0.994675021
2/20/1998 0:00,1.007380928
2/23/1998 0:00,1.003888709
2/24/1998 0:00,0.992161355
2/25/1998 0:00,1.012408131
2/26/1998 0:00,1.005807426
3/2/1998 0:00,0.99835916
3/3/1998 0:00,1.005332751
3/4/1998 0:00,0.992579788
3/5/1998 0:00,0.990636838
3/6/1998 0:00,1.020647709
3/9/1998 0:00,0.994751526
3/10/1998 0:00,1.008948504
3/11/1998 0:00,1.003482907
3/12/1998 0:00,1.003550343
3/13/1998 0:00,0.997682128
3/16/1998 0:00,1.009575825
3/17/1998 0:00,1.00241989
3/18/1998 0:00,1.002919593
3/19/1998 0:00,1.00182399
3/20/1998 0:00,1.00907872
3/23/1998 0:00,0.99722792
3/24/1998 0:00,1.007494219
3/25/1998 0:00,0.997124167
3/26/1998 0:00,1.001304935
3/27/1998 0:00,0.995047731
3/30/1998 0:00,0.997918511
4/1/1998 0:00,1.008046457
4/2/1998 0:00,1.00959078
4/3/1998 0:00,1.00506226
4/6/1998 0:00,0.992738649
4/7/1998 0:00,0.993670481
4/8/1998 0:00,0.995848493
4/9/1998 0:00,1.008059239
4/13/1998 0:00,0.997277788
4/14/1998 0:00,1.008374616
4/15/1998 0:00,1.002334977
4/16/1998 0:00,0.987546138
4/17/1998 0:00,1.013038619
4/20/1998 0:00,0.999730399
4/21/1998 0:00,1.004775367
4/22/1998 0:00,1.002871674
4/23/1998 0:00,0.990806577
4/24/1998 0:00,0.989909518
4/27/1998 0:00,0.979633514
4/28/1998 0:00,0.999563326
4/29/1998 0:00,1.006886503
5/1/1998 0:00,1.010489049
5/4/1998 0:00,0.997351044
5/5/1998 0:00,0.993591035
5/6/1998 0:00,0.987439869
5/7/1998 0:00,0.992129552
5/8/1998 0:00,1.01561213
5/11/1998 0:00,0.99728192
5/12/1998 0:00,1.009755856
5/13/1998 0:00,1.001895727
5/14/1998 0:00,0.995702084
5/15/1998 0:00,0.994372185
5/18/1998 0:00,0.995961001
5/19/1998 0:00,1.007027557
5/20/1998 0:00,1.009152731
5/21/1998 0:00,0.994378081
5/22/1998 0:00,0.99572878
5/26/1998 0:00,0.984126234
5/27/1998 0:00,1.001368404
5/28/1998 0:00,1.004373969
6/1/1998 0:00,1.0012388
6/2/1998 0:00,1.001951587
6/3/1998 0:00,0.985453699
6/4/1998 0:00,1.017462112
6/5/1998 0:00,1.016450375
6/8/1998 0:00,0.997834071
6/9/1998 0:00,1.003384422
6/10/1998 0:00,0.992427377
6/11/1998 0:00,0.979929824
6/12/1998 0:00,1.00863795
6/15/1998 0:00,0.972362932
6/16/1998 0:00,1.017146116
6/17/1998 0:00,1.028007191
6/18/1998 0:00,0.994193421
6/19/1998 0:00,0.998333654
6/22/1998 0:00,1.000915264
6/23/1998 0:00,1.008513901
6/24/1998 0:00,1.01226725
6/25/1998 0:00,0.997353297
6/26/1998 0:00,1.004364485
6/29/1998 0:00,1.00384132
7/1/1998 0:00,1.012613733
7/2/1998 0:00,1.000538793
7/6/1998 0:00,1.009478683
7/7/1998 0:00,0.998650773
7/8/1998 0:00,1.007262289
7/9/1998 0:00,0.992663229
7/10/1998 0:00,1.005422634
7/13/1998 0:00,1.00042366
7/14/1998 0:00,1.01163002
7/15/1998 0:00,0.998030215
7/16/1998 0:00,1.007536284
7/17/1998 0:00,1.001285455
7/20/1998 0:00,1
7/21/1998 0:00,0.982421199
7/22/1998 0:00,0.999188886
7/23/1998 0:00,0.980162457
7/24/1998 0:00,0.999696595
7/27/1998 0:00,1.006109667
7/28/1998 0:00,0.983554536
7/29/1998 0:00,0.99639172
7/30/1998 0:00,1.014783538
8/3/1998 0:00,0.994592277
8/4/1998 0:00,0.962081255
8/5/1998 0:00,1.014918451
8/6/1998 0:00,1.003937833
8/7/1998 0:00,1.000500736
8/10/1998 0:00,0.994000287
8/11/1998 0:00,0.984352298
8/12/1998 0:00,1.016882327
8/13/1998 0:00,0.988548648
8/14/1998 0:00,0.987799854
8/17/1998 0:00,1.0205124
8/18/1998 0:00,1.01903678
8/19/1998 0:00,0.997764147
8/20/1998 0:00,0.99400367
8/21/1998 0:00,0.992034482
8/24/1998 0:00,1.005659222
8/25/1998 0:00,1.002254818
8/26/1998 0:00,0.994010903
8/27/1998 0:00,0.953021712
8/28/1998 0:00,0.99576671
9/1/1998 0:00,1.048243827
9/2/1998 0:00,0.993553082
9/3/1998 0:00,0.994431083
9/4/1998 0:00,0.990384792
9/8/1998 0:00,1.056411469
9/9/1998 0:00,0.972601801
9/10/1998 0:00,0.982157499
9/11/1998 0:00,1.028953456
9/14/1998 0:00,1.015449279
9/15/1998 0:00,1.00471873
9/16/1998 0:00,1.005267267
9/17/1998 0:00,0.974885449
9/18/1998 0:00,1.004718838
9/21/1998 0:00,0.996559814
9/22/1998 0:00,1.006017297
9/23/1998 0:00,1.039165606
9/24/1998 0:00,0.977780153
9/25/1998 0:00,0.997499423
9/28/1998 0:00,1.008136416
9/29/1998 0:00,0.999257717
10/1/1998 0:00,0.969588153
10/2/1998 0:00,1.023712712
10/5/1998 0:00,0.976976519
10/6/1998 0:00,1.006505446
10/7/1998 0:00,1.008030915
10/8/1998 0:00,0.985886754
10/9/1998 0:00,1.025189544
10/12/1998 0:00,1.016811246
10/13/1998 0:00,0.99248888
10/14/1998 0:00,1.006614636
10/15/1998 0:00,1.052829762
10/16/1998 0:00,0.996911717
10/19/1998 0:00,1.009637874
10/20/1998 0:00,1.008181585
10/21/1998 0:00,1.002576405
10/22/1998 0:00,1.010101711
10/23/1998 0:00,0.984099605
10/26/1998 0:00,1.004960042
10/27/1998 0:00,0.992990502
10/28/1998 0:00,0.997442109
10/29/1998 0:00,1.022416406
11/2/1998 0:00,1.021716285
11/3/1998 0:00,0.993329593
11/4/1998 0:00,1.010797466
11/5/1998 0:00,1.011059498
11/6/1998 0:00,1.001335857
11/9/1998 0:00,0.990074297
11/10/1998 0:00,0.996965434
11/11/1998 0:00,0.995324707
11/12/1998 0:00,0.997993699
11/13/1998 0:00,1.009499206
11/16/1998 0:00,1.008826242
11/17/1998 0:00,0.999518678
11/18/1998 0:00,1.004117913
11/19/1998 0:00,1.011415944
11/20/1998 0:00,1.00791952
11/23/1998 0:00,1.023149851
11/24/1998 0:00,0.992825848
11/25/1998 0:00,1
11/27/1998 0:00,1.006808934
12/1/1998 0:00,1.013050168
12/2/1998 0:00,0.997145085
12/3/1998 0:00,0.983719107
12/4/1998 0:00,1.025955871
12/7/1998 0:00,1.004363013
12/8/1998 0:00,0.995633841
12/9/1998 0:00,1.00264489
12/10/1998 0:00,0.985442694
12/11/1998 0:00,1.001816201
12/14/1998 0:00,0.971291691
12/15/1998 0:00,1.025364313
12/16/1998 0:00,0.998691797
12/17/1998 0:00,1.015872861
12/18/1998 0:00,1.00441573
12/21/1998 0:00,1.013514417
12/22/1998 0:00,1.003495909
