,annual
2005.2005,1.0168619021448018
2006.2006,1.1043722746641687
2007.2007,1.047260601399681
2008.2008,1.1994830554771012
2009.2009,1.1923760927247475
2010.201,1.0682151484397839
2011.2011,1.0433322236630824
2012.2012,1.0988485710046532
2013.2013,1.1385666939570753
