,cumrets
2005-10-04 00:00:00,0.99378648594105845
2005-10-05 00:00:00,0.98184978913991938
2005-10-06 00:00:00,0.97755495394166392
2005-10-07 00:00:00,0.98043691144179412
2005-10-10 00:00:00,0.9770171882151214
2005-10-11 00:00:00,0.97637553584548975
2005-10-12 00:00:00,0.96201721707873877
2005-10-13 00:00:00,0.95731032790458392
2005-10-14 00:00:00,0.96459867502896701
2005-10-17 00:00:00,0.97143724273819876
2005-10-18 00:00:00,0.95870696825454305
2005-10-19 00:00:00,0.95804558528205397
2005-10-20 00:00:00,0.94004410531898974
2005-10-21 00:00:00,0.95720704552149272
2005-10-24 00:00:00,0.96912066064390634
2005-10-25 00:00:00,0.96716528450749351
2005-10-26 00:00:00,0.96518299642119498
2005-10-27 00:00:00,0.95513586144263007
2005-10-28 00:00:00,0.97143652065408437
2005-11-02 00:00:00,0.98327414141792302
2005-11-03 00:00:00,0.98416540485153048
2005-11-04 00:00:00,0.97784188235362968
2005-11-07 00:00:00,0.98273243752660444
2005-11-08 00:00:00,0.98138990137808468
2005-11-09 00:00:00,0.98696078229595596
2005-11-10 00:00:00,0.98566774088720066
2005-11-11 00:00:00,0.99347828966886531
2005-11-14 00:00:00,0.98811605134661229
2005-11-15 00:00:00,0.98114009891453136
2005-11-16 00:00:00,0.99676326813965987
2005-11-17 00:00:00,1.014223675222137
2005-11-18 00:00:00,1.0172755729072602
2005-11-21 00:00:00,1.0235812930959804
2005-11-22 00:00:00,1.0236723763036826
2005-11-23 00:00:00,1.0319506960468481
2005-11-25 00:00:00,1.0284238550559655
2005-11-28 00:00:00,1.0299722282107364
2005-11-29 00:00:00,1.0299557299641484
2005-12-02 00:00:00,1.0309231315745679
2005-12-05 00:00:00,1.0369813894683073
2005-12-06 00:00:00,1.0452653721240055
2005-12-07 00:00:00,1.0441114063233528
2005-12-08 00:00:00,1.0410322437437634
2005-12-09 00:00:00,1.0521592074092823
2005-12-12 00:00:00,1.0641116629681391
2005-12-13 00:00:00,1.0619581393900435
2005-12-14 00:00:00,1.0502620704765615
2005-12-15 00:00:00,1.0452383385487978
2005-12-16 00:00:00,1.0489939811976865
2005-12-19 00:00:00,1.0493445257738254
2005-12-20 00:00:00,1.0463902790708011
2005-12-21 00:00:00,1.0587181278169224
2005-12-22 00:00:00,1.0678453488701276
2005-12-23 00:00:00,1.0704590907317044
2005-12-27 00:00:00,1.0634778120933417
2005-12-28 00:00:00,1.0757437389184386
2005-12-29 00:00:00,1.0795586053887658
2006-01-04 00:00:00,1.0883114063549442
2006-01-05 00:00:00,1.0800973144874633
2006-01-06 00:00:00,1.1008605229948905
2006-01-09 00:00:00,1.1118140174396001
2006-01-10 00:00:00,1.0979538027395344
2006-01-11 00:00:00,1.1069491741279336
2006-01-12 00:00:00,1.1022021961043436
2006-01-13 00:00:00,1.1100825328871047
2006-01-17 00:00:00,1.0905502079249183
2006-01-18 00:00:00,1.0701973792010386
2006-01-19 00:00:00,1.0998640812383249
2006-01-20 00:00:00,1.0770670884145517
2006-01-23 00:00:00,1.0922810480836749
2006-01-24 00:00:00,1.1033113543027064
2006-01-25 00:00:00,1.1030503294930589
2006-01-26 00:00:00,1.1147166905606611
2006-01-27 00:00:00,1.1287145968909653
2006-01-30 00:00:00,1.1337721009165569
2006-02-02 00:00:00,1.1275194093270959
2006-02-03 00:00:00,1.1241577551350159
2006-02-06 00:00:00,1.1259986112354168
2006-02-07 00:00:00,1.1064878711649
2006-02-08 00:00:00,1.1038090052476306
2006-02-09 00:00:00,1.1132975852427645
2006-02-10 00:00:00,1.1032023967600864
2006-02-13 00:00:00,1.0881048427700455
2006-02-14 00:00:00,1.1047236450489042
2006-02-15 00:00:00,1.0982527686318357
2006-02-16 00:00:00,1.1099679272044751
2006-02-17 00:00:00,1.1089682323009138
2006-02-21 00:00:00,1.1097318631190711
2006-02-22 00:00:00,1.1179980614116483
2006-02-23 00:00:00,1.1168969435241114
2006-02-24 00:00:00,1.1285928722475376
2006-02-27 00:00:00,1.1307450718263314
2006-03-02 00:00:00,1.1286611813727503
2006-03-03 00:00:00,1.1189355125368801
2006-03-06 00:00:00,1.1159416561717632
2006-03-07 00:00:00,1.1058733240472671
2006-03-08 00:00:00,1.1027938438813534
2006-03-09 00:00:00,1.1117898685490948
2006-03-10 00:00:00,1.1167088374361041
