,annual
2005.2005,1.0470368645336303
2006.2006,1.0409680093388689
2007.2007,1.2198193237446326
2008.2008,1.2452135061524776
2009.2009,1.1059994652925671
2010.201,1.0324863985840707
2011.2011,1.0369409674748089
2012.2012,0.97434818686056635
2013.2013,1.0746585841177745
